ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
254,2.0,10.0,9.0,4.0,1.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
255,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
257,1.0,10.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,5.0
258,8.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,3.0
259,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
260,7.0,10.0,9.0,1.0,8.0,2.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Female,16.0,5.0
261,9.0,6.0,8.0,10.0,1.0,8.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,1,Straight,No,Metro,Rent,Yes,Female,14.0,4.0
263,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
264,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
265,5.0,1.0,2.0,5.0,10.0,10.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,Straight,No,Metro,Own,Yes,Female,17.0,5.0
266,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Neither,No,,,4.0
268,5.0,10.0,10.0,2.0,1.0,3.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
269,4.0,1.0,2.0,5.0,3.0,6.0,,,,,,,,,,,,,,, ,Straight,,Metro,Own,Yes,Female,13.0,4.0
270,10.0,1.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
271,1.0,10.0,5.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
273,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
274,10.0,10.0,1.0,9.0,6.0,10.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Female,17.0,4.0
275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
276,3.0,1.0,1.0,1.0,4.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,5.0
278,1.0,10.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Neither,Yes,Female,17.0,3.0
279,8.0,10.0,10.0,3.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Straight,No,Metro,Own,Yes,Female,15.0,4.0
280,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
281,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
282,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
283,1.0,10.0,9.0,1.0,1.0,1.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Female,15.0,4.0
284,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
285,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,17.0,4.0
286,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
287,7.0,10.0,3.0,2.0,5.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
288,5.0,10.0,8.0,7.0,3.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Female,16.0,5.0
290,1.0,10.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,9.0
291,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Rent,Yes,,,2.0
292,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,1.0
293,4.0,10.0,8.0,2.0,5.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1,Straight,No,Metro,Rent,Yes,Male,17.0,4.0
294,1.0,10.0,7.0,1.0,1.0,1.0,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,2,Straight,No,Non-metro,Own,Yes,Female,15.0,4.0
295,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,13.0,4.0
296,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,5.0
298,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,, ,Straight,Yes,Metro,Own,Yes,Female,13.0,5.0
299,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,6.0
300,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
301,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
302,2.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,2.0
303,2.0,1.0,3.0,6.0,4.0,5.0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Straight,No,Metro,Own,Yes,Female,17.0,3.0
306,5.0,10.0,8.0,3.0,4.0,5.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
307,2.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
308,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
309,3.0,10.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
310,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
311,5.0,10.0,7.0,1.0,10.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,4.0
312,2.0,10.0,10.0,1.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,13.0,6.0
313,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
315,7.0,10.0,10.0,5.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
316,1.0,10.0,5.0,6.0,3.0,3.0,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
317,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
318,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
319,1.0,10.0,5.0,1.0,1.0,10.0,,,,,,,,,,,,,,, ,Something else,No,Metro,Rent,Yes,Female,16.0,3.0
322,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
323,2.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
324,1.0,10.0,5.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1,Straight,No,Metro,Own,Yes,Male,17.0,3.0
327,3.0,10.0,9.0,4.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,17.0,10.0
328,9.0,1.0,5.0,10.0,8.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,15.0,7.0
329,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
330,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Male,13.0,4.0
331,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
332,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,6.0
333,1.0,10.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,,Non-metro,Own,Yes,Female,14.0,4.0
334,4.0,10.0,5.0,3.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Own,Yes,Male,17.0,6.0
335,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,3.0
336,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,2.0
337,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,8.0
338,2.0,1.0,6.0,8.0,10.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
339,4.0,9.0,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
340,2.0,10.0,8.0,1.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,2,Straight,No,Metro,Own,Yes,Female,17.0,4.0
342,3.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,Male,16.0,4.0
344,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
345,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
347,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
348,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,7.0
349,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
350,3.0,10.0,8.0,4.0,5.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
351,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Neither,Yes,Female,14.0,4.0
352,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
353,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
354,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,13.0,4.0
355,8.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
357,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,3.0
358,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
359,10.0,10.0,9.0,3.0,10.0,1.0,,,,,,,,,,,,,,, ,Not sure,Yes,Metro,Neither,Yes,Male,16.0,4.0
361,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,15.0,4.0
362,7.0,7.0,7.0,4.0,4.0,1.0,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Own,Yes,Female,15.0,3.0
363,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
364,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,3.0
365,9.0,-1.0,10.0,1.0,1.0,8.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Non-metro,Rent,Yes,Male,17.0,4.0
367,5.0,1.0,2.0,10.0,8.0,9.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
369,3.0,10.0,10.0,4.0,1.0,4.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Male,14.0,5.0
371,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Rent,Yes,,,6.0
372,4.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,14.0,6.0
374,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Neither,Yes,,,4.0
375,1.0,10.0,5.0,1.0,1.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,16.0,4.0
376,5.0,7.0,6.0,5.0,3.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,3.0
377,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,6.0
379,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
380,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Male,13.0,4.0
381,2.0,1.0,1.0,4.0,3.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,6.0
382,1.0,10.0,6.0,3.0,5.0,7.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,1,Straight,No,Metro,Own,Yes,Male,17.0,3.0
383,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
384,3.0,10.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Own,Yes,Female,17.0,4.0
385,1.0,8.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,17.0,3.0
388,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
389,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
390,1.0,10.0,3.0,2.0,2.0,5.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Own,Yes,Female,17.0,5.0
392,1.0,10.0,5.0,1.0,3.0,3.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1,Straight,No,Non-metro,Own,Yes,Female,16.0,4.0
393,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
394,10.0,1.0,1.0,10.0,10.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
395,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
396,2.0,10.0,9.0,1.0,8.0,3.0,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,2,Straight,No,Metro,Rent,Yes,Female,15.0,7.0
398,7.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
399,1.0,10.0,8.0,1.0,1.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
400,1.0,10.0,9.0,1.0,1.0,4.0,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,2,Bisexual,No,Metro,Neither,Yes,Female,15.0,4.0
401,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,2.0
403,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
404,4.0,8.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
405,5.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,7.0
406,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,6.0
408,3.0,1.0,2.0,4.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,,Metro,Own,Yes,Male,17.0,6.0
409,4.0,7.0,6.0,1.0,4.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,2.0
410,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,14.0,8.0
413,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
415,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
416,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
417,1.0,7.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,6.0
421,8.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
422,1.0,8.0,2.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
424,3.0,10.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
425,10.0,10.0,8.0,5.0,3.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
427,4.0,10.0,7.0,2.0,3.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Own,Yes,Female,15.0,5.0
429,10.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
430,1.0,10.0,6.0,1.0,2.0,4.0,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
432,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
433,3.0,10.0,8.0,1.0,1.0,5.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Own,Yes,Female,17.0,4.0
435,1.0,5.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
438,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
439,10.0,10.0,10.0,1.0,1.0,1.0,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
441,1.0,10.0,7.0,1.0,3.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,2,Straight,No,Non-metro,Own,Yes,Female,14.0,5.0
442,4.0,10.0,5.0,1.0,3.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
443,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
444,4.0,7.0,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
445,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,Yes,Non-metro,Own,Yes,Female,16.0,5.0
446,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
448,6.0,10.0,9.0,1.0,7.0,2.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
449,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
452,3.0,1.0,2.0,8.0,5.0,10.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,13.0,7.0
453,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
454,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,14.0,4.0
455,2.0,9.0,8.0,2.0,1.0,5.0,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,-1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
457,3.0,3.0,10.0,10.0,10.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,13.0,5.0
458,8.0,1.0,1.0,8.0,8.0,10.0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
459,1.0,10.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
461,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
462,6.0,10.0,8.0,4.0,4.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
463,3.0,1.0,2.0,5.0,4.0,6.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,2,Bisexual,No,Metro,Own,Yes,Female,13.0,5.0
464,1.0,10.0,5.0,1.0,5.0,1.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,1,Straight,No,Metro,Own,Yes,Female,16.0,3.0
465,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
466,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
467,1.0,10.0,2.0,1.0,1.0,2.0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Straight,No,Metro,Own,Yes,Female,17.0,3.0
468,4.0,10.0,7.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Own,Yes,Male,16.0,4.0
470,1.0,9.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
471,2.0,10.0,7.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
472,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
473,4.0,10.0,7.0,3.0,2.0,1.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,Bisexual,No,Metro,Own,Yes,Female,16.0,4.0
474,3.0,10.0,9.0,5.0,2.0,4.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Female,13.0,3.0
476,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Male,14.0,4.0
477,1.0,10.0,8.0,1.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,7.0
478,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
479,6.0,10.0,7.0,6.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,8.0
480,1.0,10.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,15.0,5.0
481,6.0,10.0,7.0,1.0,6.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
482,1.0,10.0,3.0,1.0,1.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
484,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
486,5.0,4.0,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,, ,Something else,No,Metro,Own,Yes,Female,14.0,3.0
487,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,16.0,10.0
488,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,3.0
489,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
491,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
492,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,,,5.0
494,5.0,9.0,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
496,3.0,4.0,4.0,3.0,4.0,6.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Not sure,Yes,Non-metro,Rent,Yes,Male,13.0,4.0
497,8.0,10.0,9.0,3.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,4.0
498,1.0,10.0,9.0,1.0,1.0,1.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
499,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Not sure,,Metro,Rent,Yes,Male,13.0,5.0
500,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,No,,,3.0
501,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
502,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
503,4.0,10.0,9.0,4.0,5.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
504,2.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
505,2.0,10.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Rent,Yes,Male,15.0,3.0
506,1.0,10.0,6.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
508,1.0,10.0,3.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
509,2.0,10.0,8.0,1.0,6.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,16.0,4.0
510,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
513,5.0,10.0,5.0,7.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,,Metro,Rent,Yes,Female,14.0,4.0
514,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,1.0
515,8.0,10.0,9.0,1.0,7.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
516,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
518,5.0,1.0,1.0,6.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
519,1.0,10.0,7.0,1.0,1.0,8.0,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,2,Straight,No,Non-metro,Own,Yes,Male,16.0,5.0
520,3.0,10.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,8.0
